24
NASA/GSFC/SHADOZ Archive         : http://croc.gsfc.nasa.gov/shadoz
SHADOZ Version                   : 05.1 Reprocessed
SHADOZ format data created       : 14 March, 2016
STATION                          : San Pedro, San Jose, Costa Rica
SHADOZ Principal Investigator    : Anne M. Thompson (NASA/GSFC, USA)
Station Principal Investigator(s): Holger Voemel (NCAR EOL FL-1, USA), Henry Selkirk (USRA, USA)
Latitude (deg)                   : 9.93960
Longitude (deg)                  : -84.04230
Elevation (m)                    : 1240.00
Launch Date                      : 20160304
Launch Time (UT)                 : 13:08:13
Highest level reached (hPa)      : 7.91
Integrated O3 until EOF (DU)     : 126.60
Sonde/MLS Climatology(1988-2010) : 42.12
Sonde Instrument, SN             : 2Z29883
Radiosonde, SN                   : InterMet IMet1 RSB, 37353
KI Solution                      : 1%, 1/10 Buffer
Applied pump corrections         : 1ZAVG
Pump flow rate (sec/100ml)       : 29.09
Background current (uA)          : 0.020
Missing or bad values            : 9000
Time    Press       Alt      Temp      RH         O3        O3        O3      W Dir     W Spd      T Pump    I O3  GPS lat   GPS lon   GPS alt
sec     hPa         km       C         %          mPa       ppmv      du      deg       m/s        C         uA        deg       deg        km
  3870    36.570    22.501   -63.000     4.000     8.442     2.310    41.047    76.400     2.300    15.400     2.253    10.091   -83.703    22.623
  3871    36.550    22.505   -63.000     4.000     8.405     2.300    41.083   357.000     4.300    15.400     2.243    10.091   -83.703    22.623
  3873    36.490    22.515   -63.010     4.000     8.606     2.360    41.193   355.900     7.700    15.400     2.296    10.091   -83.703    22.634
  3875    36.390    22.531   -62.860     4.000     8.410     2.310    41.378   278.500     4.100    15.400     2.244    10.091   -83.703    22.648
  3876    36.340    22.540   -62.830     4.000     8.524     2.350    41.470    14.900     2.200    15.400     2.274    10.091   -83.703    22.654
  3877    36.300    22.547   -62.820     4.000     8.623     2.380    41.544    40.000     1.700    15.400     2.300    10.091   -83.703    22.658
  3878    36.260    22.554   -62.750     4.000     8.528     2.350    41.619    39.000     1.900    15.300     2.275    10.091   -83.703    22.663
  3879    36.230    22.559   -62.690     4.000     8.504     2.350    41.675    34.200     2.300    15.300     2.269    10.091   -83.703    22.670
  3882    36.190    22.565   -62.670     4.000     8.485     2.340    41.749   294.800     2.300    15.300     2.264    10.090   -83.703    22.687
  3883    36.150    22.572   -62.670     4.000     8.478     2.350    41.823   340.200     2.300    15.300     2.262    10.090   -83.703    22.693
  3884    36.110    22.579   -62.660     4.000     8.554     2.370    41.897   294.100     2.300    15.300     2.282    10.090   -83.703    22.698
  3885    36.080    22.584   -62.670     4.000     8.618     2.390    41.953   294.000     2.500    15.300     2.299    10.090   -83.703    22.705
  3886    36.050    22.589   -62.680     4.000     8.713     2.420    42.010   300.100     3.100    15.300     2.324    10.090   -83.703    22.708
  3887    36.010    22.596   -62.690     4.000     8.604     2.390    42.086   312.100     4.100    15.300     2.295    10.090   -83.703    22.713
  3888    35.970    22.603   -62.690     4.000     8.551     2.380    42.162   326.600     5.400    15.300     2.281    10.090   -83.703    22.718
  3889    35.920    22.611   -62.750     4.000     8.616     2.400    42.256   335.300     5.800    15.300     2.298    10.090   -83.703    22.725
  3890    35.880    22.618   -62.780     4.000     8.665     2.420    42.332   340.500     5.200    15.300     2.311    10.090   -83.703    22.730
  3891    35.920    22.611   -62.850     4.000     8.544     2.380    42.256   249.000     2.900    15.300     2.279    10.090   -83.703    22.739
  3892    35.850    22.623   -62.880     4.000     8.632     2.410    42.388    42.600     1.000    15.300     2.302    10.090   -83.703    22.748
  3893    35.810    22.630   -62.950     4.000     8.756     2.450    42.465   162.200     1.400    15.200     2.335    10.090   -83.703    22.749
  3894    35.770    22.637   -62.960     4.000     8.732     2.440    42.542   206.900     2.000    15.200     2.329    10.090   -83.703    22.753
  3895    35.720    22.646   -62.990     4.000     8.532     2.390    42.638   302.100     1.300    15.200     2.276    10.090   -83.703    22.759
  3899    35.730    22.644   -63.170     4.000     8.532     2.390    42.619   317.300     2.300    15.200     2.276    10.090   -83.703    22.783
  3900    35.670    22.654   -63.240     4.000     8.665     2.430    42.733   311.100     2.700    15.200     2.311    10.090   -83.703    22.788
  3901    35.630    22.661   -63.270     4.000     8.695     2.440    42.810   284.800     2.500    15.200     2.319    10.090   -83.703    22.794
  3904    35.470    22.689   -63.350     4.000     8.591     2.420    43.117   262.700     2.100    15.200     2.291    10.090   -83.703    22.809
  3909    35.250    22.727   -63.380     4.000     8.610     2.440    43.539   245.800     2.200    15.100     2.296    10.090   -83.703    22.839
  3910    35.200    22.736   -63.420     4.000     8.633     2.450    43.636   282.000     2.400    15.100     2.302    10.090   -83.703    22.844
  3911    35.180    22.739   -63.420     4.000     8.815     2.510    43.675   298.000     4.300    15.100     2.350    10.090   -83.703    22.851
  3921    34.910    22.786   -63.040     4.000  9000.000  9000.000    43.675   298.000     4.000    15.100  9000.000    10.090   -83.702    22.913
  3922    34.860    22.795   -63.040     4.000     8.818     2.530    43.675   298.200     3.800    15.100     2.350    10.090   -83.702    22.918
  3923    34.810    22.804   -63.040     4.000     8.722     2.510    43.775   298.800     3.000    15.000     2.325    10.090   -83.702    22.920
  3929    34.770    22.811   -63.040     4.000  9000.000  9000.000    43.775   294.800     4.500    15.000  9000.000    10.090   -83.702    22.957
  3931    34.670    22.829   -63.000     4.000     8.768     2.530    43.775   293.300     4.800    15.000     2.337    10.090   -83.702    22.969
  3934    34.560    22.848   -62.870     4.000     8.920     2.580    43.997   291.500     5.200    15.000     2.377    10.090   -83.702    22.985
  3935    34.510    22.857   -62.930     4.000     8.929     2.590    44.099   291.400     5.300    15.000     2.379    10.090   -83.702    22.989
  3937    34.360    22.884   -62.810     4.000     8.953     2.610    44.406   303.200     6.100    15.000     2.385    10.090   -83.702    23.004
  3942    34.180    22.916   -62.870     4.000  9000.000  9000.000    44.406   305.200     6.600    14.900  9000.000    10.090   -83.701    23.030
  3943    34.200    22.913   -62.880     4.000     9.047     2.650    44.406   293.400     6.400    14.900     2.410    10.090   -83.701    23.035
  3944    34.190    22.915   -62.950     4.000     9.100     2.660    44.427   300.000     7.100    14.900     2.424    10.090   -83.701    23.041
  3945    34.170    22.918   -62.930     4.000     9.134     2.670    44.469   310.000     5.800    14.900     2.433    10.090   -83.701    23.047
  3956    33.720    23.000   -62.950     4.000  9000.000  9000.000    44.469   307.700     5.500    14.800  9000.000    10.089   -83.701    23.112
  3957    33.690    23.005   -62.940     4.000     9.262     2.750    44.469   277.000     5.300    14.800     2.466    10.089   -83.701    23.119
  3958    33.650    23.012   -62.940     4.000     9.326     2.770    44.556   257.800     5.100    14.800     2.483    10.089   -83.701    23.124
  3959    33.610    23.020   -62.930     4.000     9.084     2.700    44.643   255.000     4.000    14.800     2.419    10.089   -83.701    23.130
  3963    33.480    23.043   -62.770     4.000     9.165     2.740    44.922   309.400     5.900    14.800     2.440    10.089   -83.701    23.154
  3964    33.450    23.049   -62.770     4.000     9.177     2.740    44.987   316.800     6.400    14.800     2.443    10.089   -83.700    23.159
  3965    33.400    23.058   -62.790     4.000     9.348     2.800    45.096   313.000     5.600    14.800     2.488    10.089   -83.700    23.166
  3966    33.390    23.060   -62.770     4.000     9.458     2.830    45.119   312.900     6.100    14.800     2.517    10.089   -83.700    23.172
  3971    33.200    23.095   -62.870     4.000  9000.000  9000.000    45.119   302.900     5.900    14.800  9000.000    10.089   -83.700    23.203
  3983    32.840    23.162   -62.860     4.000     9.425     2.870    45.119   261.800     2.200    14.700     2.508    10.088   -83.700    23.273
  3984    32.810    23.168   -62.890     4.000     9.236     2.810    45.186   244.400     1.700    14.700     2.458    10.089   -83.700    23.279
  3985    32.760    23.177   -62.890     4.000     9.108     2.780    45.296   265.700     2.400    14.700     2.424    10.089   -83.700    23.285
  3986    32.720    23.185   -62.880     4.000     9.207     2.810    45.385   287.800     4.600    14.700     2.450    10.089   -83.700    23.293
  3987    32.680    23.192   -62.870     4.000     9.446     2.890    45.475   293.300     6.100    14.700     2.513    10.088   -83.700    23.298
  3988    32.660    23.196   -62.890     4.000     9.450     2.890    45.520   293.100     7.600    14.700     2.514    10.088   -83.699    23.303
  3989    32.620    23.203   -62.950     4.000     9.212     2.820    45.611   289.200     7.900    14.700     2.451    10.088   -83.699    23.309
  3990    32.590    23.209   -62.950     4.000     9.182     2.820    45.678   282.700     7.900    14.700     2.443    10.088   -83.699    23.315
  3991    32.570    23.213   -62.940     4.000     9.326     2.860    45.722   277.700     7.500    14.700     2.481    10.088   -83.699    23.321
  3992    32.510    23.224   -63.040     4.000     9.365     2.880    45.859   278.800     6.700    14.700     2.491    10.088   -83.699    23.326
  3993    32.470    23.232   -63.030     4.000     9.263     2.850    45.949   285.000     6.600    14.700     2.464    10.088   -83.699    23.331
